EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,RA-8/6,RA-8/6E,RA-8/6_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEGC,,,,DEGC
  316N19831007, A13.5,34,1,34,2,19831023,0,-25.992,1.627,4856,1580,3.215,34.791,2,211,2,40.9,2,26.9,2,0,2,1.91,2,0.002,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0973
  316N19831007, A13.5,34,1,35,2,19831023,0,-25.992,1.627,4856,1770,3.157,34.846,2,226,2,37.5,2,24.8,2,0,2,1.76,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0232
  316N19831007, A13.5,34,1,26,2,19831023,0,-25.992,1.627,4856,1964,2.958,34.86,2,232,2,39.5,2,24.1,2,0,2,1.71,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.8096
  316N19831007, A13.5,34,1,27,2,19831023,0,-25.992,1.627,4856,2202,2.7,34.853,2,233,2,45.2,2,24.3,2,0,2,1.71,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5339
  316N19831007, A13.5,34,1,38,2,19831023,0,-25.992,1.627,4856,2453,2.522,34.857,2,236,2,48.6,2,24.1,2,0,2,1.71,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.3356
  316N19831007, A13.5,34,1,39,2,19831023,0,-25.992,1.627,4856,2704,2.468,34.867,2,240,2,48.4,2,23.7,2,0,2,1.68,2,0.004,2,0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2585
  316N19831007, A13.5,34,1,40,2,19831023,0,-25.992,1.627,4856,2955,2.394,34.871,2,239,2,50.2,2,23.7,2,0,2,1.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1612
  316N19831007, A13.5,34,1,41,2,19831023,0,-25.992,1.627,4856,3208,2.349,34.875,2,237,2,51.7,2,23.7,2,0,2,1.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0913
  316N19831007, A13.5,34,1,42,2,19831023,0,-25.992,1.627,4856,3461,2.34,34.88,2,236,2,52.3,2,23.7,2,0,2,1.67,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0559
  316N19831007, A13.5,34,1,43,2,19831023,0,-25.992,1.627,4856,3720,2.344,34.884,2,235,2,52.6,2,23.7,2,0,2,1.66,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0316
  316N19831007, A13.5,34,1,44,2,19831023,0,-25.992,1.627,4856,3976,2.356,34.884,2,235,2,52.9,2,23.7,2,0,2,1.65,2,-0.003,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0145
  316N19831007, A13.5,34,1,45,2,19831023,0,-25.992,1.627,4856,4230,2.379,34.884,2,235,2,52.6,2,23.7,2,0,2,1.65,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0075
  316N19831007, A13.5,34,1,46,2,19831023,0,-25.992,1.627,4856,4483,2.405,34.883,2,235,2,52.6,2,23.7,2,0,2,1.65,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0027
  316N19831007, A13.5,34,1,47,2,19831023,0,-25.992,1.627,4856,4689,2.429,34.883,2,235,2,52.5,2,23.6,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0009
  316N19831007, A13.5,34,1,48,2,19831023,0,-25.992,1.627,4856,4933,2.455,34.885,2,235,2,52.6,2,23.6,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.9956
  316N19831007, A13.5,35,1,25,2,19831023,0,-26.992,1.663,4676,2,18.149,35.608,2,244,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,18.1487
  316N19831007, A13.5,35,2,12,2,19831023,0,-26.992,1.663,4676,3,18.156,35.613,2,244,2,1.5,2,0,2,0,2,0.24,2,1.885,2,0.948,2,2044.1,2,2353.1,2,338,2,20,-999,-999,9,18.1555
  316N19831007, A13.5,35,2,13,2,19831023,0,-26.992,1.663,4676,26,17.881,35.592,2,246,2,1.5,2,0,2,0,2,0.23,2,-999,9,-999,9,2042.1,2,2351.2,2,337,2,20,-999,-999,9,17.8766
  316N19831007, A13.5,35,2,14,2,19831023,0,-26.992,1.663,4676,50,17.169,35.562,2,249,2,1.7,2,0,2,0,2,0.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,17.1607
  316N19831007, A13.5,35,2,15,2,19831023,0,-26.992,1.663,4676,91,17.083,35.56,2,240,2,1.5,2,0.2,2,0.07,2,0.24,2,1.84,2,0.938,2,-999,9,-999,9,-999,9,-999,-999,-999,9,17.0679
  316N19831007, A13.5,35,2,16,2,19831023,0,-26.992,1.663,4676,120,15.313,35.339,2,210,2,2.9,2,6.7,2,0.03,2,0.66,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,15.2946
  316N19831007, A13.5,35,2,17,2,19831023,0,-26.992,1.663,4676,149,13.586,35.133,2,203,2,3.9,2,10.5,2,0.01,2,0.88,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,13.5649
  316N19831007, A13.5,35,2,53,2,19831023,0,-26.992,1.663,4676,176,12.743,35.063,2,198,2,5,2,12.5,2,0,2,1.01,2,1.645,2,0.817,2,-999,9,-999,9,-999,9,-999,-999,-999,9,12.7191
  316N19831007, A13.5,35,2,19,2,19831023,0,-26.992,1.663,4676,216,12.019,35.018,2,195,2,5.9,2,14.3,2,0,2,1.09,2,1.437,2,0.728,2,-999,9,-999,9,-999,9,-999,-999,-999,9,11.9908
  316N19831007, A13.5,35,2,20,2,19831023,0,-26.992,1.663,4676,257,11.351,34.955,2,-999,9,6.5,2,15.7,2,0,2,1.2,2,1.293,2,0.668,2,-999,9,-999,9,-999,9,-999,-999,-999,9,11.3186
  316N19831007, A13.5,35,2,21,2,19831023,0,-26.992,1.663,4676,307,10.506,34.862,2,185,2,8.3,2,18.5,2,0,2,1.37,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,10.4691
  316N19831007, A13.5,35,2,22,2,19831023,0,-26.992,1.663,4676,359,9.344,34.74,2,187,2,10.5,2,21,2,0,2,1.54,2,0.916,2,0.46,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.3038
  316N19831007, A13.5,35,2,23,2,19831023,0,-26.992,1.663,4676,419,8.275,34.632,2,183,2,13.4,2,23.9,2,0,2,1.73,2,0.78,2,0.403,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.2314
  316N19831007, A13.5,35,1,36,2,19831023,0,-26.992,1.663,4676,481,6.877,34.503,2,179,2,17.8,2,27.9,2,0,2,1.96,2,0.601,2,0.315,2,-999,9,-999,9,-999,9,-999,-999,-999,9,6.8318
  316N19831007, A13.5,35,2,24,2,19831023,0,-26.992,1.663,4676,558,5.538,34.386,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,5.4911
  316N19831007, A13.5,35,1,37,2,19831023,0,-26.992,1.663,4676,642,4.678,34.336,2,211,2,24.7,2,29.9,2,0,2,2.11,2,0.523,2,0.274,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.628
  316N19831007, A13.5,35,1,28,2,19831023,0,-26.992,1.663,4676,722,4.121,34.345,2,203,2,32.2,2,31.5,2,0,2,2.24,2,0.353,2,0.184,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.0674
  316N19831007, A13.5,35,1,29,2,19831023,0,-26.992,1.663,4676,801,3.828,34.369,2,196,2,37.6,2,32.4,2,0,2,2.31,2,0.245,2,0.135,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.7698
  316N19831007, A13.5,35,1,30,2,19831023,0,-26.992,1.663,4676,901,3.524,34.415,2,188,2,44.6,2,33,2,0,2,2.37,2,0.13,2,0.076,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.46
  316N19831007, A13.5,35,1,31,2,19831023,0,-26.992,1.663,4676,997,3.356,34.476,2,182,2,48,2,33.1,2,0,2,2.37,2,0.045,2,0.029,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2856
  316N19831007, A13.5,35,1,32,2,19831023,0,-26.992,1.663,4676,1092,3.197,34.546,2,182,2,51.8,2,32.6,2,0,2,2.33,2,-999,9,0.014,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.1203
  316N19831007, A13.5,35,1,33,2,19831023,0,-26.992,1.663,4676,1242,3.107,34.659,2,191,2,50.8,2,30.7,2,0,2,2.19,2,0.007,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.019
  316N19831007, A13.5,35,1,34,2,19831023,0,-26.992,1.663,4676,1395,3.142,34.738,2,200,2,45.8,2,28.5,2,0,2,2.03,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0409
  316N19831007, A13.5,35,1,35,2,19831023,0,-26.992,1.663,4676,1600,3.093,34.807,2,216,2,41.4,2,26.1,2,0,2,1.85,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.975
  316N19831007, A13.5,35,1,26,2,19831023,0,-26.992,1.663,4676,1802,2.929,34.834,2,224,2,42.6,2,25.1,2,0,2,1.77,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.7955
  316N19831007, A13.5,35,1,27,2,19831023,0,-26.992,1.663,4676,2004,2.721,34.839,2,228,2,46.6,2,24.9,2,0,2,1.77,2,-0.002,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5726
  316N19831007, A13.5,35,1,38,2,19831023,0,-26.992,1.663,4676,2257,2.55,34.846,2,231,2,49.3,2,24.6,2,0,2,1.74,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.3814
  316N19831007, A13.5,35,1,39,2,19831023,0,-26.992,1.663,4676,2510,2.454,34.854,2,236,2,50.1,2,24.1,2,0,2,1.71,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2635
  316N19831007, A13.5,35,1,40,2,19831023,0,-26.992,1.663,4676,2762,2.405,34.865,2,239,2,50.3,2,23.7,2,0,2,1.67,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1911
  316N19831007, A13.5,35,1,41,2,19831023,0,-26.992,1.663,4676,3018,2.358,34.871,2,238,2,51.2,2,23.6,2,0,2,1.66,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1196
  316N19831007, A13.5,35,1,42,2,19831023,0,-26.992,1.663,4676,3278,2.335,34.876,2,236,2,52,2,23.5,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0704
  316N19831007, A13.5,35,1,43,2,19831023,0,-26.992,1.663,4676,3529,2.329,34.878,2,235,2,52.8,2,23.5,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0378
  316N19831007, A13.5,35,1,44,2,19831023,0,-26.992,1.663,4676,3785,2.34,34.88,2,234,2,53.1,2,23.6,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0205
  316N19831007, A13.5,35,1,45,2,19831023,0,-26.992,1.663,4676,4042,2.363,34.881,2,234,2,52.7,2,23.6,2,0,2,1.63,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0138
  316N19831007, A13.5,35,1,46,2,19831023,0,-26.992,1.663,4676,4297,2.389,34.882,2,234,2,53.1,2,23.7,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0094
  316N19831007, A13.5,35,1,47,2,19831023,0,-26.992,1.663,4676,4553,2.415,34.882,2,237,2,53.1,2,23.6,2,0,2,1.63,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0039
  316N19831007, A13.5,35,1,48,2,19831023,0,-26.992,1.663,4676,4741,2.433,34.882,2,236,2,53,2,23.6,2,0,2,1.63,2,-0.002,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.9983
  316N19831007, A13.5,36,2,99,2,19831023,0,-27.988,1.727,4411,1,17.769,35.625,2,245,2,2,2,0,2,0,2,0.27,2,1.833,2,0.94,2,-999,9,-999,9,-999,9,-999,0.19,0.05,2,17.7687
  316N19831007, A13.5,36,2,12,2,19831023,0,-27.988,1.727,4411,2,17.769,35.625,2,245,2,2,2,0,2,0,2,0.27,2,1.833,2,0.94,2,-999,9,-999,9,-999,9,-999,-999,-999,9,17.7687
  316N19831007, A13.5,36,1,25,2,19831023,0,-27.988,1.727,4411,2,17.777,35.626,2,244,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,17.7767
  316N19831007, A13.5,36,2,13,2,19831023,0,-27.988,1.727,4411,28,17.778,35.626,2,245,2,2,2,0,2,0,2,0.27,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,17.7732
  316N19831007, A13.5,36,2,14,2,19831023,0,-27.988,1.727,4411,72,16.363,35.568,2,250,2,2.2,2,0.4,2,0.06,2,0.27,2,1.911,2,0.949,2,-999,9,-999,9,-999,9,-999,-999,-999,9,16.3514
  316N19831007, A13.5,36,2,15,2,19831023,0,-27.988,1.727,4411,102,16.47,35.651,2,242,2,2.1,2,0.2,2,0.18,2,0.28,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,16.4535
  316N19831007, A13.5,36,2,16,2,19831023,0,-27.988,1.727,4411,132,15.492,35.435,2,232,2,2.9,2,3.5,2,0.04,2,0.44,2,1.865,2,0.948,2,-999,9,-999,9,-999,9,-999,-999,-999,9,15.4715
  316N19831007, A13.5,36,2,17,2,19831023,0,-27.988,1.727,4411,166,14.486,35.292,2,216,2,3.5,2,6.8,2,0.02,2,0.64,2,1.77,2,0.881,2,-999,9,-999,9,-999,9,-999,-999,-999,9,14.4614
  316N19831007, A13.5,36,2,53,2,19831023,0,-27.988,1.727,4411,202,13.183,35.123,2,197,2,4.6,2,11.8,2,0.01,2,0.94,2,1.65,2,0.834,2,-999,9,-999,9,-999,9,-999,-999,-999,9,13.1549
  316N19831007, A13.5,36,2,19,2,19831023,0,-27.988,1.727,4411,222,12.747,35.081,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.671,2,0.84,2,-999,9,-999,9,-999,9,-999,-999,-999,9,12.7168
  316N19831007, A13.5,36,2,20,2,19831023,0,-27.988,1.727,4411,282,11.598,34.978,2,183,2,7,2,16.3,2,0.01,2,1.19,2,1.212,2,0.623,2,-999,9,-999,9,-999,9,-999,-999,-999,9,11.5619
  316N19831007, A13.5,36,2,21,2,19831023,0,-27.988,1.727,4411,342,10.761,34.904,2,183,2,8.1,2,17.8,2,0,2,1.29,2,1.084,2,0.544,2,-999,9,-999,9,-999,9,-999,-999,-999,9,10.7192
  316N19831007, A13.5,36,2,22,2,19831023,0,-27.988,1.727,4411,377,9.847,34.793,2,186,2,9.6,2,19.7,2,0.01,2,1.38,2,0.969,2,0.493,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.8034
  316N19831007, A13.5,36,2,23,2,19831023,0,-27.988,1.727,4411,452,8.484,34.662,2,165,2,14.4,2,25,2,0,2,1.72,2,0.649,2,0.344,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.4361
  316N19831007, A13.5,36,1,36,2,19831023,0,-27.988,1.727,4411,533,7.263,34.541,2,184,2,16.8,2,26.5,2,0,2,1.8,2,0.62,2,0.322,2,-999,9,-999,9,-999,9,-999,-999,-999,9,7.2112
  316N19831007, A13.5,36,1,36,2,19831023,0,-27.988,1.727,4411,533,7.263,34.541,2,184,2,16.8,2,26.5,2,0,2,1.8,2,0.623,2,0.309,2,-999,9,-999,9,-999,9,-999,-999,-999,9,7.2112
  316N19831007, A13.5,36,2,24,2,19831023,0,-27.988,1.727,4411,620,5.383,34.382,2,202,2,21.7,2,29.2,2,0,2,1.99,2,0.556,2,0.29,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.3313
  316N19831007, A13.5,36,2,24,2,19831023,0,-27.988,1.727,4411,620,5.383,34.382,2,202,2,21.7,2,29.2,2,0,2,1.99,2,0.559,2,0.284,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.3313
  316N19831007, A13.5,36,1,37,2,19831023,0,-27.988,1.727,4411,679,5.092,34.374,2,196,2,23.9,2,30.5,2,0,2,2.05,2,0.463,2,0.245,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.0367
  316N19831007, A13.5,36,1,37,2,19831023,0,-27.988,1.727,4411,679,5.092,34.374,2,196,2,23.9,2,30.5,2,0,2,2.05,2,0.465,2,0.245,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.0367
  316N19831007, A13.5,36,1,28,2,19831023,0,-27.988,1.727,4411,779,4.407,34.371,2,188,2,30.8,2,32.6,2,0,2,2.2,2,0.249,2,0.131,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.3471
  316N19831007, A13.5,36,1,28,2,19831023,0,-27.988,1.727,4411,779,4.407,34.371,2,188,2,30.8,2,32.6,2,0,2,2.2,2,0.249,2,0.139,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.3471
  316N19831007, A13.5,36,1,29,2,19831023,0,-27.988,1.727,4411,880,3.825,34.386,2,190,2,38.3,2,33,2,0,2,2.25,2,0.191,2,0.116,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.7606
  316N19831007, A13.5,36,1,29,2,19831023,0,-27.988,1.727,4411,880,3.825,34.386,2,190,2,38.3,2,33,2,0,2,2.25,2,0.195,2,0.11,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.7606
  316N19831007, A13.5,36,1,30,2,19831023,0,-27.988,1.727,4411,980,3.427,34.434,2,187,2,46.7,2,33.2,2,0,2,2.28,2,0.108,2,0.056,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.3575
  316N19831007, A13.5,36,1,31,2,19831023,0,-27.988,1.727,4411,1056,3.265,34.482,2,185,2,50.5,2,33.2,2,0,2,2.28,2,0.052,2,0.035,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.1907
  316N19831007, A13.5,36,1,32,2,19831023,0,-27.988,1.727,4411,1106,3.163,34.509,2,183,2,53.4,2,33.2,2,0,2,2.3,2,0.049,2,0.028,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0856
  316N19831007, A13.5,36,1,33,2,19831023,0,-27.988,1.727,4411,1156,3.094,34.54,2,183,2,54.7,2,32.7,2,0,2,2.27,2,0.028,2,0.017,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0132
  316N19831007, A13.5,36,1,34,2,19831023,0,-27.988,1.727,4411,1207,3.112,34.581,2,183,2,53.5,2,32.2,2,0,2,2.22,2,0.019,2,0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0269
  316N19831007, A13.5,36,1,35,2,19831023,0,-27.988,1.727,4411,1408,3.155,34.7,2,193,2,48.4,2,30.1,2,0,2,2.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0528
  316N19831007, A13.5,36,1,26,2,19831023,0,-27.988,1.727,4411,1610,3.079,34.772,2,206,2,46,2,28,2,0,2,1.94,2,-0.002,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.9604
  316N19831007, A13.5,36,1,27,2,19831023,0,-27.988,1.727,4411,1811,3.018,34.822,2,218,2,43.6,2,26.1,2,0,2,1.81,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.8825
  316N19831007, A13.5,36,1,38,2,19831023,0,-27.988,1.727,4411,2013,2.87,34.842,2,226,2,44.1,2,25.1,2,0,2,1.75,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.7185
  316N19831007, A13.5,36,1,39,2,19831023,0,-27.988,1.727,4411,2266,2.672,34.848,2,230,2,47.5,2,24.9,2,0,2,1.7,2,-0.002,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5005
  316N19831007, A13.5,36,1,40,2,19831023,0,-27.988,1.727,4411,2519,2.508,34.853,2,234,2,50.2,2,24.6,2,0,2,1.69,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.3156
  316N19831007, A13.5,36,1,41,2,19831023,0,-27.988,1.727,4411,2769,2.406,34.86,2,236,2,51.8,2,24.4,2,0,2,1.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1914
  316N19831007, A13.5,36,1,42,2,19831023,0,-27.988,1.727,4411,3019,2.358,34.869,2,238,2,51.9,2,24,2,0,2,1.64,2,-0.002,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1195
  316N19831007, A13.5,36,1,43,2,19831023,0,-27.988,1.727,4411,3267,2.329,34.875,2,236,2,52.7,2,23.9,2,0,2,1.63,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0657
  316N19831007, A13.5,36,1,44,2,19831023,0,-27.988,1.727,4411,3521,2.325,34.88,2,236,2,53.1,2,23.9,2,0,2,1.63,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0348
  316N19831007, A13.5,36,1,45,2,19831023,0,-27.988,1.727,4411,3770,2.337,34.881,2,235,2,52.9,2,23.9,2,0,2,1.64,2,-0.002,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0192
  316N19831007, A13.5,36,1,46,2,19831023,0,-27.988,1.727,4411,4028,2.36,34.883,2,235,2,53.2,2,23.9,2,0,2,1.64,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0125
  316N19831007, A13.5,36,1,47,2,19831023,0,-27.988,1.727,4411,4233,2.382,34.884,2,234,2,53,2,23.8,2,0,2,1.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0101
  316N19831007, A13.5,36,1,48,2,19831023,0,-27.988,1.727,4411,4451,2.407,34.884,2,235,2,53,2,23.7,2,0,2,1.62,2,0.004,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0085
  316N19831007, A13.5,37,1,25,2,19831024,0,-28.998,1.785,3625,2,17.491,35.606,2,249,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,17.4907
  316N19831007, A13.5,37,2,12,2,19831024,0,-28.998,1.785,3625,3,17.561,35.61,2,250,2,2.1,2,0.1,2,0,2,0.21,2,-999,9,-999,9,2034.1,2,2343.1,2,335,2,20,-999,-999,9,17.5605
  316N19831007, A13.5,37,2,13,2,19831024,0,-28.998,1.785,3625,26,16.855,35.602,2,253,2,1.8,2,0.1,2,0.01,2,0.21,2,1.899,2,0.965,2,2032.2,2,2338.2,2,338,2,20,-999,-999,9,16.8507
  316N19831007, A13.5,37,2,14,2,19831024,0,-28.998,1.785,3625,50,16.246,35.556,2,245,2,2.5,2,1,2,0.24,2,0.28,2,1.924,2,0.972,2,-999,9,-999,9,-999,9,-999,-999,-999,9,16.238
  316N19831007, A13.5,37,2,15,2,19831024,0,-28.998,1.785,3625,75,16.076,35.557,2,244,2,2.4,2,1.1,2,0.23,2,0.3,2,1.882,2,0.951,2,-999,9,-999,9,-999,9,-999,-999,-999,9,16.0641
  316N19831007, A13.5,37,2,16,2,19831024,0,-28.998,1.785,3625,100,16.097,35.598,2,244,2,2.2,2,0.9,2,0.19,2,0.3,2,1.782,2,0.89,2,-999,9,-999,9,-999,9,-999,-999,-999,9,16.0811
  316N19831007, A13.5,37,2,16,2,19831024,0,-28.998,1.785,3625,100,16.097,35.598,2,244,2,2.2,2,0.9,2,0.19,2,0.3,2,1.906,2,0.974,2,-999,9,-999,9,-999,9,-999,-999,-999,9,16.0811
  316N19831007, A13.5,37,2,17,2,19831024,0,-28.998,1.785,3625,125,16.234,35.652,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,16.214
  316N19831007, A13.5,37,2,53,2,19831024,0,-28.998,1.785,3625,150,15.42,35.444,2,231,2,2.7,2,3.6,2,0.05,2,0.44,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,15.3968
  316N19831007, A13.5,37,2,19,2,19831024,0,-28.998,1.785,3625,180,14.546,35.336,2,220,2,2.9,2,6,2,0.04,2,0.59,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,14.5192
  316N19831007, A13.5,37,2,20,2,19831024,0,-28.998,1.785,3625,225,13.101,35.141,2,214,2,4.1,2,9.5,2,0.02,2,0.79,2,1.638,2,0.807,2,2081.1,2,2308.2,2,488,2,20,-999,-999,9,13.0698
  316N19831007, A13.5,37,2,21,2,19831024,0,-28.998,1.785,3625,269,12.42,35.077,2,211,2,5,2,11.5,2,0.01,2,0.93,2,1.451,2,0.721,2,-999,9,-999,9,-999,9,-999,-999,-999,9,12.384
  316N19831007, A13.5,37,2,22,2,19831024,0,-28.998,1.785,3625,320,11.498,34.986,2,214,2,5.5,2,13.1,2,0.01,2,1.02,2,1.256,2,0.625,2,2097.1,2,2304,2,543,2,20,-999,-999,9,11.4572
  316N19831007, A13.5,37,2,23,2,19831024,0,-28.998,1.785,3625,380,10.46,34.857,2,213,2,6.7,2,15.6,2,0.01,2,1.19,2,1.153,2,0.575,2,-999,9,-999,9,-999,9,-999,-999,-999,9,10.4143
  316N19831007, A13.5,37,1,36,2,19831024,0,-28.998,1.785,3625,441,9.744,34.774,2,202,2,9.3,2,18.5,2,0.01,2,1.37,2,0.984,2,0.506,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.6931
  316N19831007, A13.5,37,2,24,2,19831024,0,-28.998,1.785,3625,499,8.211,34.626,2,187,2,14.4,2,23.7,2,0.01,2,1.7,2,0.733,2,0.381,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.159
  316N19831007, A13.5,37,1,37,2,19831024,0,-28.998,1.785,3625,571,7.351,34.54,2,189,2,15.8,2,25.7,2,0.01,2,1.83,2,0.676,2,0.343,2,2154,2,2288.5,2,833,2,20,-999,-999,9,7.295
  316N19831007, A13.5,37,1,28,2,19831024,0,-28.998,1.785,3625,641,5.949,34.41,2,207,2,18.9,2,27.5,2,0.01,2,1.96,2,0.66,2,0.344,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.8927
  316N19831007, A13.5,37,1,29,2,19831024,0,-28.998,1.785,3625,702,4.925,34.337,2,220,2,22,2,28.7,2,0.01,2,2.05,2,0.642,2,0.329,2,2166,2,2292,2,883,2,20,-999,-999,9,4.8686
